year;area km²;indi
2020;0,44;Água Preta/Inari
2020;0,53;Coata-Laranjal
2020;0,09;Enawenê-Nawê
2020;0,08;Paumari do Lago Marahã
2020;1,91;Igarapé Lage
2020;0,10;Kawahiva do Rio Pardo
2020;0,28;Rio Gregório
2020;0,08;Kulina Igarapé do Pau
2020;0,07;Juma
2020;61,68;Ituna/Itatá (restrição de uso)
2020;0,00;Karitiana
2020;1,30;Manoa/Pium
2020;0,08;Cuia
2020;0,09;Jaminaua/Envira
2020;1,67;Maraiwatsede
2020;16,47;Kayapó
2020;0,08;Arara da Volta Grande do Xingu
2020;20,52;Munduruku
2020;0,84;Koatinemo
2020;0,07;Cuiu-Cuiu
2020;0,38;Alto Rio Purus
2020;0,08;Pirahã
2020;0,42;Campinas/Katukina
2020;1,27;Arara do Igarapé Humaitá
2019;0,14;Rio Biá
2019;0,14;Terena Gleba Iriri
2019;0,00;Paukalirajausu
2019;0,00;Cajuhiri Atravessado
2019;0,00;Jabuti
2019;0,00;Pequizal do Naruvôtu
2019;0,00;São Domingos do Jacapari e Estação
2019;0,00;Kararaô
2019;0,00;Areões
2019;0,00;Rio Pindaré
2019;0,00;São Pedro
2019;0,00;Ipixuna
2019;0,00;Kanela Memortumré
2019;0,00;Porto Praia
2019;0,00;Funil
2019;0,00;Rio Manicoré
2019;0,00;Utaria Wyhyna/Iròdu Iràna
2019;0,00;Ouro
2019;0,00;Lago Aiapua
2019;0,00;Figueiras
2019;0,00;Porto Limoeiro
2019;0,00;Apipica
2019;0,00;Irantxe
2019;0,00;Zoe
2019;0,00;Menkü
2019;0,00;Tanaru ( restrição de uso )
2019;0,00;Governador
2019;0,00;São Leopoldo
2019;0,00;Munduruku-Taquara
2019;0,00;Batovi
2019;0,00;Karajá Santana do Araguaia
2019;0,00;Tadarimana
2019;0,00;Kuruáya
2019;0,00;Uneiuxi
2019;0,00;Maranduba
2019;0,00;Kwazá do Rio São Pedro
2019;0,00;Tirecatinga
2019;0,00;Tabocal
2019;0,00;Ilha do Camaleão
2019;0,00;Natal/Felicidade
2019;0,00;Vui-Uata-In
2019;0,00;Jacamim
2019;0,00;Japuira
2019;0,00;Itixi Mitari
2019;0,00;Lago Capanã
2019;0,00;Jatuarana
2019;0,00;Cajueiro
2019;0,00;Las Casas
2019;0,00;Maró
2019;0,00;Pequizal
2019;0,00;Kawahiva do Rio Pardo
2019;0,00;Turé/Mariquita II
2019;0,00;Paumari do Lago Manissuã
2019;0,00;Baía dos Guató
2019;0,00;Santa Inez
2019;0,00;Karajá de Aruanã III
2019;0,00;Praia do Índio
2019;0,00;Rio Formoso
2019;0,00;Praia do Mangue
2019;0,00;Rio Jumas
2019;0,00;Sararé
2019;0,00;Miguel/Josefa
2019;0,00;Pinatuba
2019;0,00;Ubawawe
2019;0,00;Prosperidade
2019;0,00;Diahui
2019;0,00;Arary
2019;0,00;Poyanawa
2019;0,00;Gavião
2019;0,00;Pirineus de Souza
2019;0,00;Utiariti
2019;0,00;Bragança-Marituba
2019;0,00;Xerente
2019;0,00;Xambioá
2019;0,00;São Marcos - MT
2019;0,00;Uneiuxi
2019;0,00;Krahó-Kanela
2019;0,00;Kraolandia
2019;0,00;Lago Jauari
2019;0,00;Pimentel Barbosa
2019;0,00;Awa
2019;0,00;Juininha
2019;0,00;São Domingos - MT
2019;0,00;Maracaxi
2019;0,00;Guató
2019;0,00;Rio Apaporis
2019;0,00;Trocará - Doação
2019;0,00;Xipaya
2019;0,00;Serra da Moça
2019;0,00;Torá
2019;0,00;Inawebohona
2019;0,00;Caru
2019;0,00;Rio Negro Ocaia
2019;0,00;Lago do Marinheiro
2019;0,00;Marechal Rondon
2019;0,00;Tereza Cristina
2019;0,00;Sepoti
2019;0,00;Estação Parecis
2019;0,00;Bom Jesus
2019;0,00;Paresi
2019;0,00;Perigara
2019;0,00;Chão Preto
2019;0,00;Lago do Beruri
2019;0,00;Boa Vista - AM
2019;0,00;Cacique Fontoura
2019;0,00;Mangueira
2019;0,00;Uty-Xunaty
2019;0,00;Apurinã do Igarapé São João
2019;0,00;Bakairi
2019;0,00;Erikpatsá
2019;0,00;Merure
2019;0,00;Tupã-Supé
2019;0,00;Riozinho
2019;0,00;Lagoa dos Brincos
2019;0,00;Morro Branco
2019;0,00;Karajá de Aruanã II
2019;0,00;Sangradouro/Volta Grande
2019;0,00;Urucu/Juruá
2019;0,00;Krenrehé
2019;0,00;Parana do Boa Boa
2019;0,00;Parana do Paricá
2019;0,00;Ponta da Serra
2019;0,00;Nova Esperança do Rio Jandiatuba
2019;0,00;Parque do Araguaia
2019;0,00;Rio Negro Ocaia
2019;0,00;Cobra Grande
2019;0,00;Ariramba
2019;0,00;Trocará
2019;0,00;Tapirapé/Karajá
2019;0,00;Cuia
2019;0,00;Wawi
2019;0,00;Recreio/São Félix
2019;0,00;Maraitá
2019;0,00;Fortaleza do Patauá
2019;0,00;Setemã
2019;0,00;Barreirinha
2019;0,00;Anambé
2019;0,00;Porquinhos
2019;0,00;Ponte de Pedra
2019;0,00;Jarudore
2019;0,00;Muriru
2019;0,00;Meria
2019;0,00;Parabubure
2019;0,00;Taego Ãwa
2019;0,00;Itaitinga
2019;0,00;Wedezé
2019;0,00;Uirapuru
2019;0,00;Pium
2019;0,00;Santa Cruz da Nova Aliança
2019;0,00;Fortaleza do Castanho
2019;0,00;Juruna do Km 17
2019;0,00;Apurinã Igarapé Tauamirim
2019;0,00;Estivadinho
2019;0,00;Nova Jacundá
2019;0,00;Jumina
2019;0,00;Paumari do Rio Ituxi
2019;0,00;Jaquiri
2019;0,00;Apiaká do Pontal e Isolados
2019;0,00;Apiaka/Kayabi
2019;0,00;Alto Sepatini
2019;0,00;Mawetek
2019;0,00;Acimã
2019;0,00;Matintin
2019;0,00;Marajai
2019;0,00;Kulina do Rio Envira
2019;0,00;Kulina do Medio Jurua
2019;0,00;Juma
2019;0,00;Apurinã do Igarapé Mucuim
2019;0,00;Lauro Sodré
2019;0,00;Cuiu-Cuiu
2019;0,00;Rio Guaporé
2019;0,00;Betania
2019;0,00;Acapuri de Cima
2019;0,00;Badjonkore
2019;0,00;Krenyê
2019;0,00;Kaxinawá do Rio Humaitá
2019;0,00;Santana
2019;0,00;São Pedro do Sepatini
2019;0,00;Sapotal
2019;0,00;Ananás
2019;0,00;Guajahã
2019;0,00;Kaxinawá Ashaninka do Rio Breu
2019;0,00;Campinas/Katukina
2019;0,00;Paumari do Lago Paricá
2019;0,00;Barro Alto
2019;0,00;Igarapé Taboca do Alto Tarauacá
2019;0,00;Hi Merimã
2019;0,00;Igarapé Grande
2019;0,00;Camicua
2019;0,00;Kumaru do Lago Ualá
2019;0,00;Espírito Santo
2019;0,00;Igarapé do Caucho
2019;0,00;Peneri/Tacaquiri
2019;0,00;Mapari
2019;0,00;Guanabara
2019;0,00;Kaxinawá Colônia Vinte e Sete
2019;0,00;Jaminawa do Igarapé Preto
2019;0,00;São Francisco do Canimari
2019;0,00;Bom Intento
2019;0,00;Cacau do Tarauaca
2019;0,00;Caititu
2019;0,00;Karitiana
2019;0,00;Kulina Igarapé do Pau
2019;0,00;Alto Tarauacá
2019;0,00;Anaro
2019;0,00;Banawá
2019;0,00;Igarapé Capana
2019;0,00;Barreira da Missão
2019;0,81;Trombetas/Mapuera
2019;0,17;Kampa e Isolados do Rio Envira
2019;0,07;Anta
2019;0,15;Galibi
2019;0,41;Sororó
2019;0,65;Pirititi
2019;3,92;Sete de Setembro
2019;0,12;Raimundão
2019;0,24;Igarapé Ribeirão
2019;0,12;Tikuna de Santo Antonio
2019;10,83;Karipuna
2019;0,10;Vale do Guaporé
2019;34,63;Trincheira Bacaja
2019;0,06;Jaminawa Arara do Rio Bagé
2019;0,07;Escondido
2019;0,14;Boqueirão
2019;2,31;Alto Rio Guamá
2019;61,30;Cachoeira Seca
2019;0,22;Tenharim Marmelos
2019;0,04;Massaco
2019;1,33;Apurinã Km 124 BR-317
2019;0,43;Nove de Janeiro
2019;0,00;Parakanã
2019;0,95;Kayabi
2019;0,72;Menkragnoti
2019;0,10;Rio Téa
2019;0,07;Bacurizinho
2019;0,42;Pacaas Novas
2019;0,02;Rio Omerê
2019;0,06;Jarawara/Jamamadi/Kanamati
2019;0,07;Truaru
2019;1,05;Sawré Muybu (Pimental)
2019;0,85;Nukini
2019;0,16;Kaxinawá Nova Olinda
2019;2,72;Vale do Javari
2019;0,33;Aningal
2019;1,38;São Marcos - RR
2019;2,75;Raposa Serra do Sol
2019;1,27;Mamoadate
2019;0,14;Médio Rio Negro II
2019;0,14;Cunhã-Sapucaia
2019;0,07;Lagoa Comprida
2019;0,20;Sucuba
2019;0,61;Murutinga/Tracaja
2019;0,26;Balaio
2019;0,20;Maraã Urubaxi
2019;0,23;Rio Urubu
2019;0,34;Parque do Tumucumaque
2019;0,46;Arara do Rio Branco
2019;0,28;Panará
2019;0,00;Taihantesu
2019;0,00;Seruini/Mariene
2019;0,16;Catipari/Mamoria
2019;1,10;Bacurizinho
2019;0,17;Kaxinawá da Praia do Carapanã
2019;0,74;Moskow
2019;0,08;Estrela da Paz
2019;0,00;Arara do Rio Amônia
2019;1,04;Waimiri-Atroari
2019;0,91;Évare II
2019;0,07;Camadeni
2019;0,74;Canauanim
2019;0,93;Deni
2019;0,17;São Sebastião
2019;0,41;Umutina
2019;0,27;Parque do Aripuanã
2019;0,81;Roosevelt
2019;0,07;Kampa do Rio Amônia
2019;0,00;Barata Livramento
2019;0,00;Padre
2019;0,15;Tenharim Marmelos (Gleba B)
2019;0,75;Paquiçamba
2019;1,75;Médio Rio Negro I
2019;0,41;Kaxinawá do Rio Jordão
2019;0,07;Rodeador
2019;0,15;Katukina/Kaxinawá
2019;0,00;Sagarana
2019;0,47;Enawenê-Nawê
2019;0,27;Paumari do Lago Marahã
2019;1,58;Igarapé Lage
2019;0,22;Rio Gregório
2019;0,99;Maraiwatsede
2019;20,07;Kayapó
2019;0,50;Arara da Volta Grande do Xingu
2019;0,15;Uati-Paraná
2019;0,13;Tembé
2019;0,47;Kanela
2019;0,60;Pirahã
2019;0,83;Piripkura ( restrição de uso )
2019;0,52;Rio Paru DEste
2019;85,27;Apyterewa
2019;0,47;Xikrin do Rio Catete
2019;0,37;Amanayé
2019;0,03;Kanamari do Rio Juruá
2019;0,04;Arara
2019;1,43;Arariboia
2019;4,08;Andirá-Marau
2019;0,20;Jauary
2019;0,13;Tenharim do Igarapé Preto
2019;0,18;Kaxinawá do Baixo Rio Jordão
2019;0,40;Tubarão Latunde
2019;0,72;Boca do Acre
2019;0,19;Araçá
2019;0,16;Sai-Cinza
2019;0,08;Tumiã
2019;0,10;Turé/Mariquita
2019;10,78;Uru-Eu-Wau-Wau
2019;1,06;Sissaíma
2019;0,31;Lago do Limão
2019;2,24;Igarapé Lourdes
2019;4,06;Portal do Encantado
2019;2,07;Nhamundá/Mapuera
2019;0,06;Batelão
2019;0,49;Cué Cué/ Marabitanas
2019;0,09;Serra Morena
2019;0,27;Aripuanã
2019;0,29;Arara do Igarapé Humaitá
2019;0,07;Paraná do Arauató
2019;3,47;Menkü
2019;0,36;Baú
2019;0,08;Capoto/Jarina
2019;0,07;Paumari do Cuniua
2019;1,07;Waiãpi
2019;0,31;Vista Alegre
2019;2,75;Malacacheta
2019;0,34;Kaxinawá Seringal Independência
2019;0,08;Inauini/Teuini
2019;1,23;Araweté Igarapé Ipixuna
2019;0,08;Riozinho do Alto Envira
2019;0,21;Jurubaxi-téa
2019;1,14;Krikati
2019;0,83;Zuruahã
2019;0,00;Cana Brava/Guajajara
2019;1,18;Kaxuyana-Tunayana
2019;0,20;Paquiçamba
2019;0,12;Urubu Branco
2019;0,72;Rio Gregório
2019;3,75;Uaçá
2019;1,11;Parque do Xingu
2019;0,67;Rio Branco
2019;0,17;Jacareúba/Katauixi (restrição uso)
2019;4,53;Manoki
2019;0,02;Rio Mequens
2019;3,13;Alto Rio Negro
2019;0,07;Tikúna de Feijoal
2019;0,23;Cabeceira do Rio Acre
2019;0,09;Patauá
2019;1,25;Sarauá
2019;0,00;Geralda Toco Preto
2019;0,07;Apinayé
2019;0,57;Kaxarari
2019;1,19;Alto Turiaçu
2019;2,93;Évare I
2019;0,21;Macarrão
2019;29,90;Yanomami
2019;0,69;Tabalascada
2019;2,93;Zoró
2019;0,12;Paracuhuba
2019;0,14;Tukuna Porto Espiritual
2019;0,15;Nambikwara
2019;0,13;Tuwa Apekuokawera
2019;0,38;WaiWái
2019;0,36;Porquinhos dos Canela-Apãnjekra
2019;0,00;Água Preta/Inari
2019;0,62;Coata-Laranjal
2019;119,96;Ituna/Itatá (restrição de uso)
2019;0,26;Mãe Maria
2019;1,46;Manoa/Pium
2019;0,07;Jaminaua/Envira
2019;18,35;Munduruku
2019;0,07;Sururuá
2019;0,16;Kampa do Igarapé Primavera
2019;0,07;Tukuna Umariaçu
2019;0,15;Miratu
2019;0,23;Koatinemo
2019;0,15;Lago do Correio
2019;0,12;Alto Rio Purus
2019;0,13;Ponciano
2019;0,11;Trincheira
2018;0,00;Taihantesu
2018;0,00;Escondido
2018;0,00;Seruini/Mariene
2018;0,00;Paukalirajausu
2018;0,00;Cajuhiri Atravessado
2018;0,00;Ponciano
2018;0,00;Padre
2018;0,00;Jabuti
2018;0,00;Pequizal do Naruvôtu
2018;0,00;São Domingos do Jacapari e Estação
2018;0,00;Kararaô
2018;0,00;Areões
2018;0,00;Rio Pindaré
2018;0,00;São Pedro
2018;0,00;Raimundão
2018;0,00;Porto Praia
2018;0,00;Batelão
2018;0,00;Funil
2018;0,00;Uati-Paraná
2018;0,00;Rio Manicoré
2018;0,00;Utaria Wyhyna/Iròdu Iràna
2018;0,00;Ouro
2018;0,00;Lago Aiapua
2018;0,00;Figueiras
2018;0,00;Porto Limoeiro
2018;0,00;Apipica
2018;0,00;Irantxe
2018;0,00;Zoe
2018;0,00;Menkü
2018;0,00;Geralda Toco Preto
2018;0,00;Tanaru ( restrição de uso )
2018;0,00;São Leopoldo
2018;0,00;Munduruku-Taquara
2018;0,00;Karajá Santana do Araguaia
2018;0,00;Tadarimana
2018;0,00;Kuruáya
2018;0,00;Uneiuxi
2018;0,00;Maranduba
2018;0,00;Kwazá do Rio São Pedro
2018;0,00;WaiWái
2018;0,00;Tirecatinga
2018;0,00;Tabocal
2018;0,00;Kayabi
2018;0,00;Ilha do Camaleão
2018;0,00;Natal/Felicidade
2018;0,00;Barata Livramento
2018;0,00;Jacamim
2018;0,00;Japuira
2018;0,00;Parque do Tumucumaque
2018;0,00;Itixi Mitari
2018;0,00;Apinayé
2018;0,00;Lago Capanã
2018;0,00;Jatuarana
2018;0,00;Cajueiro
2018;0,00;Las Casas
2018;0,00;Maró
2018;0,00;Pequizal
2018;0,00;Kawahiva do Rio Pardo
2018;0,00;Maraã Urubaxi
2018;0,00;Turé/Mariquita II
2018;0,00;Baía dos Guató
2018;0,00;Santa Inez
2018;0,00;Karajá de Aruanã III
2018;0,00;Praia do Índio
2018;0,00;Praia do Mangue
2018;0,00;Anta
2018;0,00;Rodeador
2018;0,00;Rio Jumas
2018;0,00;Sararé
2018;0,00;Miguel/Josefa
2018;0,00;Tukuna Porto Espiritual
2018;0,00;Ubawawe
2018;0,00;Prosperidade
2018;0,00;Diahui
2018;0,00;Truaru
2018;0,00;Rio Omerê
2018;0,00;Koatinemo
2018;0,00;Arary
2018;0,00;Gavião
2018;0,00;Paumari do Cuniua
2018;0,00;Pirineus de Souza
2018;0,00;Utiariti
2018;0,00;Bragança-Marituba
2018;0,00;Xerente
2018;0,00;Xambioá
2018;0,00;Kanela
2018;0,00;São Marcos - MT
2018;0,00;Uneiuxi
2018;0,00;Krahó-Kanela
2018;0,00;Kraolandia
2018;0,00;Lago Jauari
2018;0,00;Pimentel Barbosa
2018;0,00;Juininha
2018;0,00;São Domingos - MT
2018;0,00;Maracaxi
2018;0,00;Guató
2018;0,00;Rio Apaporis
2018;0,00;Trocará - Doação
2018;0,00;Xipaya
2018;0,00;Serra da Moça
2018;0,00;Sucuba
2018;0,00;Inawebohona
2018;0,00;Caru
2018;0,00;Raposa Serra do Sol
2018;0,00;Lago do Marinheiro
2018;0,00;Marechal Rondon
2018;0,00;Tikúna de Feijoal
2018;0,00;Umutina
2018;0,00;Tereza Cristina
2018;0,00;Sepoti
2018;0,00;São Marcos - RR
2018;0,00;Estação Parecis
2018;0,00;Bom Jesus
2018;0,00;Paresi
2018;0,00;Perigara
2018;0,00;Chão Preto
2018;0,00;Lago do Beruri
2018;0,00;Boa Vista - AM
2018;0,00;Cacique Fontoura
2018;0,00;Mangueira
2018;0,00;Vista Alegre
2018;0,00;Uty-Xunaty
2018;0,00;Sururuá
2018;0,00;Bakairi
2018;0,00;Erikpatsá
2018;0,00;Merure
2018;0,00;Tupã-Supé
2018;0,00;Riozinho
2018;0,00;Pium
2018;0,00;Morro Branco
2018;0,00;Karajá de Aruanã II
2018;0,00;Sangradouro/Volta Grande
2018;0,00;Urucu/Juruá
2018;0,00;Krenrehé
2018;0,00;Parana do Boa Boa
2018;0,00;Parana do Paricá
2018;0,00;Canauanim
2018;0,00;Tukuna Umariaçu
2018;0,00;Ponta da Serra
2018;0,00;Nova Esperança do Rio Jandiatuba
2018;0,00;Parque do Araguaia
2018;0,00;Ariramba
2018;0,00;Trocará
2018;0,00;Tapirapé/Karajá
2018;0,00;Wawi
2018;0,00;Recreio/São Félix
2018;0,00;Boqueirão
2018;0,00;Maraitá
2018;0,00;Fortaleza do Patauá
2018;0,00;Setemã
2018;0,00;Barreirinha
2018;0,00;Anambé
2018;0,00;Serra Morena
2018;0,00;Porquinhos
2018;0,00;Ponte de Pedra
2018;0,00;Jarudore
2018;0,00;Muriru
2018;0,00;Meria
2018;0,00;Parabubure
2018;0,00;Itaitinga
2018;0,00;Turé/Mariquita
2018;0,00;Wedezé
2018;0,00;Uirapuru
2018;0,00;Santa Cruz da Nova Aliança
2018;0,00;Jauary
2018;0,00;Fortaleza do Castanho
2018;0,00;Juruna do Km 17
2018;0,00;Apurinã Igarapé Tauamirim
2018;0,00;Estivadinho
2018;0,00;Nova Jacundá
2018;0,00;Tikuna de Santo Antonio
2018;0,00;Jumina
2018;0,00;Tuwa Apekuokawera
2018;0,00;Paracuhuba
2018;0,00;Arara do Rio Amônia
2018;0,00;Jaquiri
2018;0,00;Lago do Correio
2018;0,00;Apiaká do Pontal e Isolados
2018;0,00;Apiaka/Kayabi
2018;0,00;Alto Sepatini
2018;0,00;Mawetek
2018;0,00;Acimã
2018;0,00;Matintin
2018;0,00;Marajai
2018;0,00;Kulina do Rio Envira
2018;0,00;Estrela da Paz
2018;0,00;Juma
2018;0,00;Apurinã do Igarapé Mucuim
2018;0,00;Lauro Sodré
2018;0,00;Cuiu-Cuiu
2018;0,00;Acapuri de Cima
2018;0,00;Jaminawa Arara do Rio Bagé
2018;0,00;Badjonkore
2018;0,00;Krenyê
2018;0,00;Kaxinawá do Rio Humaitá
2018;0,00;Santana
2018;0,00;São Pedro do Sepatini
2018;0,00;Paraná do Arauató
2018;0,00;Sapotal
2018;0,00;Ananás
2018;0,00;Guajahã
2018;0,00;Kaxinawá do Baixo Rio Jordão
2018;0,00;Kaxinawá Ashaninka do Rio Breu
2018;0,00;Balaio
2018;0,00;Paumari do Lago Paricá
2018;0,00;Barro Alto
2018;0,00;Igarapé Taboca do Alto Tarauacá
2018;0,00;Hi Merimã
2018;0,00;Inauini/Teuini
2018;0,00;Igarapé Grande
2018;0,00;Camicua
2018;0,00;Jaminaua/Envira
2018;0,00;Espírito Santo
2018;0,00;Igarapé do Caucho
2018;0,00;Mapari
2018;0,00;Guanabara
2018;0,00;Kaxinawá Colônia Vinte e Sete
2018;0,00;Jaminawa do Igarapé Preto
2018;0,00;Kampa do Rio Amônia
2018;0,00;São Francisco do Canimari
2018;0,00;Bom Intento
2018;0,00;Cacau do Tarauaca
2018;0,00;Caititu
2018;0,00;Kulina Igarapé do Pau
2018;0,00;Kampa e Isolados do Rio Envira
2018;0,00;Alto Tarauacá
2018;0,00;Anaro
2018;0,00;Mamoadate
2018;0,00;Banawá
2018;0,00;Igarapé Capana
2018;0,00;Jarawara/Jamamadi/Kanamati
2018;0,26;Vui-Uata-In
2018;0,33;Trombetas/Mapuera
2018;18,91;Apyterewa
2018;0,49;Xikrin do Rio Catete
2018;0,15;Amanayé
2018;0,11;Galibi
2018;0,42;Kanamari do Rio Juruá
2018;0,01;Arara
2018;0,17;Sororó
2018;0,59;Arariboia
2018;1,91;Andirá-Marau
2018;0,44;Tenharim do Igarapé Preto
2018;0,92;Pirititi
2018;0,09;Tubarão Latunde
2018;3,64;Sete de Setembro
2018;0,74;Boca do Acre
2018;0,07;Araçá
2018;0,42;Sai-Cinza
2018;0,06;Tumiã
2018;0,20;Igarapé Ribeirão
2018;0,07;Kanela Memortumré
2018;9,27;Uru-Eu-Wau-Wau
2018;13,62;Karipuna
2018;0,41;Sissaíma
2018;0,11;Vale do Guaporé
2018;12,50;Trincheira Bacaja
2018;0,07;Lago do Limão
2018;0,51;Igarapé Lourdes
2018;0,08;Pinatuba
2018;0,09;Portal do Encantado
2018;4,46;Alto Rio Guamá
2018;0,37;Nhamundá/Mapuera
2018;0,49;Rio Negro Ocaia
2018;0,07;Cué Cué/ Marabitanas
2018;53,27;Cachoeira Seca
2018;0,03;Paumari do Rio Ituxi
2018;0,15;Tenharim Marmelos
2018;0,55;Rio Negro Ocaia
2018;0,31;Aripuanã
2018;0,22;Arara do Igarapé Humaitá
2018;4,25;Menkü
2018;0,07;Apurinã do Igarapé São João
2018;0,00;Massaco
2018;0,03;Baú
2018;0,09;Taego Ãwa
2018;0,15;Capoto/Jarina
2018;0,95;Apurinã Km 124 BR-317
2018;0,30;Waiãpi
2018;0,07;Nove de Janeiro
2018;0,10;Parakanã
2018;0,11;Malacacheta
2018;0,42;Menkragnoti
2018;0,08;Rio Téa
2018;0,00;Kaxinawá Seringal Independência
2018;0,07;Bacurizinho
2018;0,66;Pacaas Novas
2018;0,14;Araweté Igarapé Ipixuna
2018;0,25;Sawré Muybu (Pimental)
2018;0,14;Nukini
2018;0,07;Kaxinawá Nova Olinda
2018;0,69;Vale do Javari
2018;0,12;Aningal
2018;0,09;Riozinho do Alto Envira
2018;0,06;Kumaru do Lago Ualá
2018;0,06;Cobra Grande
2018;0,11;Ipixuna
2018;0,09;Jurubaxi-téa
2018;0,19;Krikati
2018;0,01;Betania
2018;0,09;Awa
2018;0,07;Batovi
2018;0,17;Zuruahã
2018;0,25;Peneri/Tacaquiri
2018;0,08;Médio Rio Negro II
2018;0,07;Cana Brava/Guajajara
2018;0,07;Cunhã-Sapucaia
2018;0,73;Kaxuyana-Tunayana
2018;0,21;Lagoa Comprida
2018;0,29;Paquiçamba
2018;0,90;Urubu Branco
2018;0,38;Murutinga/Tracaja
2018;0,16;Rio Urubu
2018;0,31;Arara do Rio Branco
2018;0,20;Rio Gregório
2018;0,07;Panará
2018;0,77;Uaçá
2018;0,37;Rio Biá
2018;3,59;Parque do Xingu
2018;0,07;Rio Branco
2018;0,08;Terena Gleba Iriri
2018;0,18;Jacareúba/Katauixi (restrição uso)
2018;2,09;Manoki
2018;0,29;Catipari/Mamoria
2018;0,05;Rio Mequens
2018;0,07;Torá
2018;1,62;Alto Rio Negro
2018;2,31;Bacurizinho
2018;0,14;Kaxinawá da Praia do Carapanã
2018;0,17;Cabeceira do Rio Acre
2018;0,07;Governador
2018;0,61;Moskow
2018;0,08;Patauá
2018;2,12;Sarauá
2018;0,00;Poyanawa
2018;0,30;Waimiri-Atroari
2018;0,18;Évare II
2018;0,24;Barreira da Missão
2018;0,58;Kaxarari
2018;0,85;Alto Turiaçu
2018;0,10;Camadeni
2018;0,44;Deni
2018;0,09;São Sebastião
2018;0,06;Évare I
2018;0,07;Macarrão
2018;0,14;Rio Formoso
2018;0,16;Parque do Aripuanã
2018;0,33;Rio Guaporé
2018;4,74;Yanomami
2018;0,40;Roosevelt
2018;0,06;Tabalascada
2018;37,93;Zoró
2018;0,00;Tenharim Marmelos (Gleba B)
2018;0,16;Kulina do Medio Jurua
2018;0,58;Paquiçamba
2018;0,20;Médio Rio Negro I
2018;0,15;Kaxinawá do Rio Jordão
2018;0,14;Paumari do Lago Manissuã
2018;0,07;Nambikwara
2018;0,29;Katukina/Kaxinawá
2018;0,23;Sagarana
2018;1,24;Porquinhos dos Canela-Apãnjekra
2018;0,07;Água Preta/Inari
2018;0,30;Coata-Laranjal
2018;0,06;Enawenê-Nawê
2018;0,37;Paumari do Lago Marahã
2018;0,73;Igarapé Lage
2018;0,09;Rio Gregório
2018;15,72;Ituna/Itatá (restrição de uso)
2018;0,04;Mãe Maria
2018;0,01;Karitiana
2018;0,33;Manoa/Pium
2018;0,14;Cuia
2018;18,51;Maraiwatsede
2018;7,28;Kayapó
2018;0,10;Arara da Volta Grande do Xingu
2018;6,21;Munduruku
2018;0,07;Kampa do Igarapé Primavera
2018;0,04;Tembé
2018;0,30;Miratu
2018;0,07;Alto Rio Purus
2018;0,51;Pirahã
2018;0,00;Campinas/Katukina
2018;0,94;Piripkura ( restrição de uso )
2018;0,10;Rio Paru DEste
2018;0,10;Trincheira
2018;0,00;Lagoa dos Brincos
2017;0,00;Rio Gregório
2017;0,00;Cana Brava/Guajajara
2017;0,00;Trincheira
2017;0,00;Escondido
2017;0,00;Seruini/Mariene
2017;0,00;Paukalirajausu
2017;0,00;Cajuhiri Atravessado
2017;0,00;Jabuti
2017;0,00;Pequizal do Naruvôtu
2017;0,00;Kararaô
2017;0,00;Rio Pindaré
2017;0,00;São Pedro
2017;0,00;Ipixuna
2017;0,00;Raimundão
2017;0,00;Porto Praia
2017;0,00;Batelão
2017;0,00;Funil
2017;0,00;Rio Manicoré
2017;0,00;Utaria Wyhyna/Iròdu Iràna
2017;0,00;Ouro
2017;0,00;Lago Aiapua
2017;0,00;Riozinho do Alto Envira
2017;0,00;Figueiras
2017;0,00;Porto Limoeiro
2017;0,00;Apipica
2017;0,00;Irantxe
2017;0,00;Menkü
2017;0,00;Geralda Toco Preto
2017;0,00;Tanaru ( restrição de uso )
2017;0,00;Munduruku-Taquara
2017;0,00;Rio Urubu
2017;0,00;Batovi
2017;0,00;Karajá Santana do Araguaia
2017;0,00;Tadarimana
2017;0,00;Kuruáya
2017;0,00;Araçá
2017;0,00;Uneiuxi
2017;0,00;Maranduba
2017;0,00;Tirecatinga
2017;0,00;Sagarana
2017;0,00;Tabocal
2017;0,00;Ilha do Camaleão
2017;0,00;Natal/Felicidade
2017;0,00;Barata Livramento
2017;0,00;Jacamim
2017;0,00;São Sebastião
2017;0,00;Japuira
2017;0,00;Itixi Mitari
2017;0,00;Apinayé
2017;0,00;Lago Capanã
2017;0,00;Jatuarana
2017;0,00;Cajueiro
2017;0,00;Las Casas
2017;0,00;Maró
2017;0,00;Pequizal
2017;0,00;Kawahiva do Rio Pardo
2017;0,00;Maraã Urubaxi
2017;0,00;Turé/Mariquita II
2017;0,00;Paumari do Lago Manissuã
2017;0,00;Tembé
2017;0,00;Baía dos Guató
2017;0,00;Santa Inez
2017;0,00;Karajá de Aruanã III
2017;0,00;Praia do Índio
2017;0,00;Rio Formoso
2017;0,00;Praia do Mangue
2017;0,00;Anta
2017;0,00;Rodeador
2017;0,00;Sararé
2017;0,00;Waiãpi
2017;0,00;Tukuna Porto Espiritual
2017;0,00;Pinatuba
2017;0,00;Ubawawe
2017;0,00;Prosperidade
2017;0,00;Diahui
2017;0,00;Truaru
2017;0,00;Rio Omerê
2017;0,00;Arary
2017;0,00;Poyanawa
2017;0,00;Gavião
2017;0,00;Paumari do Cuniua
2017;0,00;Lagoa Comprida
2017;0,00;Malacacheta
2017;0,00;Galibi
