year;area km²;consunit
2015;0,00;Estação Ecológica Alto Maués
2015;0,00;Parque Natural Municipal Jardim Botânico
2015;0,00;Monumento Natural Morro Chico Mendes
2015;0,00;Reserva de Desenvolvimento Sustentável Aripuanã
2015;0,00;Parque Natural Municipal do Cancão
2015;0,00;Floresta Estadual Canutama
2015;0,00;Reserva Extrativista da Baía do Tubarão
2015;0,00;Floresta Nacional de Pau-Rosa
2015;0,00;Reserva de Desenvolvimento Sustentável Rio Amapá
2015;0,00;Parque Nacional da Chapada das Mesas
2015;0,00;Floresta Nacional de Amapá
2015;0,00;Estação Ecológica Samuel
2015;0,00;Floresta Nacional de Jacundá
2015;0,00;RPPN Fazenda Calixto
2015;0,00;Reserva Extrativista do Itaúba
2015;0,00;Reserva Extrativista Curralinho
2015;0,00;Reserva de Desenvolvimento Sustentável do Juma
2015;0,00;Estação Ecológica Rio Flor do Prado
2015;0,00;Parque Estadual Cristalino
2015;0,00;Reserva Biológica Traçadal
2015;0,00;Reserva de Desenvolvimento Sustentável do Tupé
2015;0,00;APA do Rio Curiaú
2015;0,00;Reserva de Desenvolvimento Sustentável Vitória de Souzel
2015;0,00;RPPN Cristalino Iii
2015;0,00;Reserva Biológica Rio Ouro Preto
2015;0,00;Parque Estadual Chandless
2015;0,00;Reserva Extrativista Jatobá
2015;0,00;Reserva Extrativista do Guariba
2015;0,00;Parque Nacional de Anavilhanas
2015;0,00;Reserva Extrativista Ipê
2015;0,00;RPPN Sesc Tepequém
2015;0,00;Floresta Nacional de Mapiá-Inauiní
2015;0,00;Reserva Extrativista do Rio Unini
2015;0,00;Reserva Extrativista Baixo Rio Branco Jauaperi
2015;0,00;Reserva Biológica do Uatumã
2015;0,00;Floresta Nacional de Mulata
2015;0,00;Reserva Extrativista Sucupira
2015;0,00;Parque Estadual do Sítio do Rangedor
2015;0,00;Estação Ecológica de Cuniã
2015;0,00;Reserva Extrativista Mogno
2015;0,00;Floresta Nacional de Jatuarana
2015;0,00;Parque Estadual de Monte Alegre
2015;0,00;RPPN Bico do Javaés
2015;0,00;APA Nhamundá
2015;0,00;Reserva Biológica de Maicuru
2015;0,00;Parque Nacional de Pacaás Novos
2015;0,00;Estacao Ecologica Serra Geral do Tocantins
2015;0,00;APA do Salto Magessi
2015;0,00;Estação Ecológica do Grão Pará
2015;0,00;Reserva de Desenvolvimento Sustentável Igapó-Açu
2015;0,00;Parque Municipal da Cacimba
2015;0,00;APA - Baixo Rio Branco
2015;0,00;Reserva de Desenvolvimento Sustentável do Matupiri
2015;0,00;Parque Natural Municipal Parque Florestal de Sinop
2015;0,00;Refugio da Vida Silvestre de Colíder
2015;0,00;Parque Natural Municipal Colonizador Jose Bianchini
2015;0,00;Parque Nacional do Cabo Orange
2015;0,00;Reserva Extrativista Rio Iriri
2015;0,00;Reserva Extrativista do Lago do Capanã Grande
2015;0,00;Reserva Extrativista Rio Xingu
2015;0,00;Parque Natural Municipal Vale do Esperança
2015;0,00;APA dos Campos de Manicoré
2015;0,00;Refúgio de Vida Silvestre Tabuleiro do Embaubal
2015;0,00;Estação Ecológica de Niquiá
2015;0,00;RPPN Gibeão
2015;0,00;Parque Nacional do Acari
2015;0,00;Reserva Biológica do Guaporé
2015;3,13;Estação Ecológica da Terra do Meio
2015;0,27;Reserva Biológica do Manicoré
2015;0,04;Reserva Extrativista Marinha Cuinarana
2015;0,11;Parque Estadual Serra Ricardo Franco
2015;0,25;Parque Estadual Serra do Aracá
2015;0,18;Floresta Nacional de Itacaiunas
2015;0,74;Floresta Nacional do Crepori
2015;0,09;Reserva Extrativista Maracanã
2015;0,31;Floresta Nacional do Aripuanã
2015;0,13;Reserva Biológica do Jaru
2015;1,23;Reserva Extrativista Rio Cajari
2015;0,07;Reserva Extrativista Alto Tarauacá
2015;0,18;Parque Nacional da Amazônia
2015;34,33;APA do Tapajós
2015;0,09;Floresta Estadual do Trombetas
2015;0,36;Parque Nacional dos Campos Amazônicos
2015;0,10;APA Lago de Santa Isabel
2015;0,17;Parque Nacional da Serra do Divisor
2015;19,82;Reserva Biológica Nascentes Serra do Cachimbo
2015;0,26;Floresta Nacional do Amazonas
2015;0,07;Floresta Nacional do Trairão
2015;92,47;Reserva Extrativista Jaci-Paraná
2015;0,13;Reserva de Desenvolvimento Sustentável Uacarí
2015;5,79;Reserva Biológica do Gurupi
2015;0,08;Reserva Extrativista Piquiá
2015;0,09;Parque Estadual Serra dos Reis
2015;0,13;Reserva Extrativista Aquariquara
2015;0,07;Reserva Extrativista Médio Juruá
2015;0,07;Reserva Extrativista do Rio Jutaí
2015;0,04;Parque Nacional do Juruena
2015;0,91;APA da Baixada Maranhense
2015;0,29;Area de Proteção Ambiental Taruma/Ponta Negra
2015;0,06;Reserva de Desenvolvimento Sustentável Mamirauá
2015;0,34;Reserva Extrativista Ituxí
2015;5,86;Parque Nacional do Jamanxim
2015;0,08;Reserva de Desenvolvimento Sustentável Amanã
2015;0,64;Floresta Estadual de Rendimento Sustentado Araras
2015;0,40;Reserva Extrativista Marinha Mestre Lucindo
2015;0,89;Área de Relevante Interesse Ecológica Seringal Nova Esperança
2015;0,00;Reserva Extrativista Seringueira
2015;0,43;Reserva Extrativista Mata Grande
2015;3,94;Floresta Estadual do Paru
2015;0,54;Reserva Extrativista do Cazumbá-Iracema
2015;0,07;Reserva Extrativista do Médio Purús
2015;4,98;Floresta Nacional de Saracá-Taquera
2015;0,03;Reserva Extrativista Maracatiara
2015;0,07;Parque Nacional Montanhas do Tumucumaque
2015;0,10;Reserva Extrativista Arapixi
2015;0,43;Floresta Nacional de Itaituba I
2015;0,18;Reserva de Desenvolvimento Sustentável do Uatumã
2015;0,90;Floresta Nacional de Bom Futuro
2015;0,18;Floresta Nacional de Tapajós
2015;0,14;Floresta Nacional de Roraima
2015;0,75;Floresta Nacional do Iquiri
2015;3,37;Floresta Estadual do Amapá
2015;0,37;Floresta Nacional Altamira
2015;0,01;APA Meandros do Araguaia
2015;0,21;Floresta Estadual de Rendimento Sustentado Gavião
2015;92,52;Floresta Nacional do Jamanxim
2015;0,45;Reserva de Desenvolvimento Sustentavel do Rio Madeira
2015;0,06;Reserva de Desenvolvimento Sustentável Canumã
2015;0,52;"Floresta Estadual de Rendimento Sustentado do Rio Madeira ""B"""
2015;2,43;Reserva Extrativista Guariba-Roosevelt
2015;0,65;Floresta Estadual de Faro
2015;0,14;Floresta Estadual de Iriri
2015;0,31;Reserva Extrativista Marinha de Soure
2015;0,24;Floresta Nacional de Purus
2015;0,09;Floresta Estadual Maúes
2015;0,02;Parque Nacional dos Campos Ferruginosos
2015;0,12;Floresta Estadual de Rendimento Sustentado Tucano
2015;2,01;Reserva Extrativista Riozinho do Anfrísio
2015;27,86;APA do Lago de Tucurui
2015;0,00;Reserva Extrativista Massaranduba
2015;0,16;Reserva Extrativista Catuá-Ipixuna
2015;12,17;Parque Estadual de Guajará-Mirim
2015;4,77;APA de Upaon-Açu / Miritiba / Alto Preguiças
2015;4,77;Reserva Extrativista Renascer
2015;0,12;Reserva de Desenvolvimento Sustentável Pucuruí - Ararão
2015;1,01;Parque Nacional do Rio Novo
2015;0,55;Floresta Nacional de Urupadi
2015;0,13;Reserva Extrativista Arióca Pruanã
2015;0,09;Reserva Extrativista Baixo Juruá
2015;0,30;Reserva de Desenvolvimento Sustentável Alcobaça
2015;13,17;Reserva Extrativista Rio Preto-Jacundá
2015;2,26;Estação Ecológica do Rio Roosevelt
2015;15,22;Reserva Extrativista Chico Mendes
2015;0,07;Reserva Extrativista Rio Cautário
2015;2,92;Floresta Nacional de Itaituba Ii
2015;0,00;Reserva Extrativista Marinha Arai-Peroba
2015;2,82;APA Margem Direita do Rio Negro- Setor Paduari-Solimões
2015;0,28;APA das Cabeceiras do Rio Cuiabá
2015;0,14;APA de Alter do Chão
2015;0,40;Parque Estadual Serra Santa Bárbara
2015;3,21;Reserva Extrativista Angelim
2015;0,18;Floresta Nacional de Macauã
2015;0,07;Reserva Extrativista Rio Pacaás Novos
2015;4,91;Reserva Extrativista Verde Para Sempre
2015;0,08;Reserva Extrativista Auatí-Paraná
2015;0,25;APA Paytuna
2015;0,15;Area de Protecao Ambiental Xeriuini
2015;16,86;APA Ilha do Bananal/Cantão
2015;0,00;Reserva Extrativista Castanheira
2015;0,41;Parque Nacional Mapinguari
2015;176,75;APA Triunfo do Xingu
2015;0,15;APA Margem Esquerda do Rio Negro-Setor Aturiá-Apuauzinho
2015;2,55;Reserva Extrativista Rio Ouro Preto
2015;1,38;Floresta Nacional de Carajás
2015;0,04;Reserva Extrativista do Ciriáco
2015;1,54;APA das Reentrâncias Maranhenses
2015;2,15;Floresta Nacional do Amaná
2015;0,56;Floresta Nacional de Tefé
2015;0,64;Reserva de Desenvolvimento Sustentável Piagaçu Purus
2015;0,18;Reserva Extrativista Alto Juruá
2015;0,07;Floresta Nacional de Balata-Tufari
2015;0,35;Reserva Extrativista Ipaú-Anilzinho
2015;0,07;Reserva Extrativista Riozinho da Liberdade
2015;0,02;Parque Estadual Tucumã
2015;4,06;Floresta Estadual de Rendimento Sustentado Mutum
2015;1,28;Reserva de Desenvolvimento Sustentável do Rio Negro
2015;0,46;Reserva Extrativista Tapajós Arapiuns
2015;0,58;APA Igarapé São Francisco
2015;4,82;APA de Presidente Figueiredo - Caverna do Moroaga
2015;1,93;APA do Arquipélago do Marajó
2015;0,12;Parque Nacional do Pico da Neblina
2015;0,28;APA  Tapuruquara
2015;1,90;Floresta Nacional de Tapirapé-Aquiri
2014;0,00;Reserva Extrativista São João da Ponta
2014;0,00;Parque Estadual de Águas Quentes
2014;0,00;Parque Natural Municipal Uirapuru
2014;0,00;APA da Ilha do Combu
2014;0,00;Parque Natural Municipal Lagoa das Garças
2014;0,00;APA Serra do Lajeado
2014;0,00;Parque Estadual das Nascentes do Rio Taquari
2014;0,00;Floresta Estadual de Rendimento Sustentado Periquito
2014;0,00;Reserva Extrativista Maracanã
2014;0,00;Reserva Biológica do Manicoré
2014;0,00;Floresta Nacional de Humaitá
2014;0,00;Parque Natural Muncipal Paulo Viriato Correa da Costa
2014;0,00;Reserva Extrativista Extremo Norte do Tocantins
2014;0,00;APA Bacia do Rio de Janeiro
2014;0,00;Estação Ecológica de Maracá
2014;0,00;Reserva Biológica do Rio Trombetas
2014;0,00;APA Meandros do Araguaia
2014;0,00;Reserva Biológica do Tapirapé
2014;0,00;Área de Relevante Interesse Ecológico Japiim Pentecoste
2014;0,00;Reserva Biológica do Lago Piratuba
2014;0,00;Parque Estadual Guariba
2014;0,00;Parque Natural Municipal de Redenção
2014;0,00;Area de Relevante Interesse Ecologico Museu Parque Seringal
2014;0,00;Reserva Biológica Morro dos Seis Lagos
2014;0,00;APA Lago de São Salvador do Tocantins, Paranã E Palmeirópolis
2014;0,00;Área de Relevante Interesse Ecológica Javari Buriti
2014;0,00;Reserva Extrativista Marinha Arai-Peroba
2014;0,00;Reserva Extrativista Pedras Negras
2014;0,00;Floresta Estadual de Rendimento Sustentado Cedro
2014;0,00;APA da Fazendinha
2014;0,00;APA do Juá
2014;0,00;APA Lago de Peixe/Angical
2014;0,00;Reserva Extrativista Chocoaré-Mato Grosso
2014;0,00;Reserva Extrativista Lago do Cuniã
2014;0,00;APA da Serra do Saubal
2014;0,00;APA Parque Linear do Bindá
2014;0,00;Parque Estadual Serra do Aracá
2014;0,00;APA da Região Metrolpolitana de Belém
2014;0,00;Reserva de Desenvolvimento Sustentável Bararati
2014;0,00;APA Jalapão
2014;0,00;Estação Ecológica da Serra das Araras
2014;0,00;Monumento Natural Morro de Santo Antônio
2014;0,00;Estação Ecológica Serra dos Três Irmãos
2014;0,00;Reserva Extrativista Auatí-Paraná
2014;0,00;APA Foz do Rio Santa Tereza
2014;0,00;Parque Natural Municipal do Morro dos Ventos
2014;0,00;Monumento Natural Canyons E Corredeiras do Rio Sono
2014;0,00;Parque Estadual Sucunduri
2014;0,00;Parque Estadual Charapucu
2014;0,00;Parque Estadual Dom Osório Stoffel
2014;0,00;Parque Estadual Rio Negro Setor Norte
2014;0,00;Parque Estadual do Utinga
2014;0,00;Parque Estadual Mãe Bonifácia
2014;0,00;Floresta Estadual Sucunduri
2014;0,00;Monumento Natural Atalaia
2014;0,00;Floresta Nacional de São Francisco
2014;0,00;APA de Algodoal-Maiandeua
2014;0,00;Parque Estadual do Lajeado
2014;0,00;Parque Estadual Serra Santa Bárbara
2014;0,00;RPPN Cristalino I
2014;0,00;RPPN Poleiro Grande
2014;0,00;Parque Estadual Encontro das Águas
2014;0,00;Floresta Estadual Manicoré
2014;0,00;Estação Ecológica Rio Acre
2014;0,00;APA da Chapada dos Guimarães
2014;0,00;Refúgio de Vida Silvestre Padre Sérgio Tonetto
2014;0,00;Reserva Extrativista Arapiranga-Tromaí
2014;0,00;Refúgio de Vida Silvestre Corixão da Mata Azul
2014;0,00;Parque Estadual do Jalapão
2014;0,00;Estação Ecológica do Jari
2014;0,00;Parque Natural Municipal Veredas dos Carajás
2014;0,00;Parque Estadual do Guirá
2014;0,00;Parque Estadual do Cantão
2014;0,00;APA do Igarapé Gelado
2014;0,00;RPPN Osório Reimão
2014;0,00;RPPN Pioneira do Rio Piquiri
2014;0,00;APA Lago de Palmas
2014;0,00;RPPN Sonhada
2014;0,00;APA do Rio Preto
2014;0,00;Parque Estadual do Araguaia
2014;0,00;Parque Natural Municipal de Castanhal/Pará
2014;0,00;Parque Estadual Serra Azul
2014;0,00;Parque Estadual Águas do Cuiabá
2014;0,00;Reserva de Desenvolvimento Sustentável Campo das Mangabas
2014;0,00;Parque Nacional da Chapada dos Guimarães
2014;0,00;Floresta Estadual Aripuanã
2014;0,00;Parque Estadual Sumaúma
2014;0,00;RPPN Nova Aurora
2014;0,00;Parque Nacional Nascentes do Lago Jari
2014;0,00;RPPN Peugeot-Onf-Brasil
2014;0,00;Floresta Estadual Apuí
2014;0,00;RPPN Klagesi
2014;0,00;Parque Nacional Serra da Mocidade
2014;0,00;Reserva Extrativista Marinha Caetétaperaçu
2014;0,00;Reserva Extrativista Mae Grande de Curuça
2014;0,00;Reserva de Desenvolvimento Sustentável do Rio Iratapuru
2014;0,00;Floresta Estadual Rio Urubu
2014;0,00;Parque Nacional do Pantanal Matogrossense
2014;0,00;APA das Nascentes de Araguaina
2014;0,00;Reserva de Desenvolvimento Sustentável Cujubim
2014;0,00;Parque Nacional da Serra da Cutia
2014;0,00;Reserva de Desenvolvimento Sustentável  Itatupã-Baquiá
2014;0,00;Reserva Extrativista Barreiro das Antas
2014;0,00;Reserva de Desenvolvimento Sustentável Mamirauá
2014;0,00;RPPN Ilhas Alexandre Rodrigues Ferreira
2014;0,00;Reserva Extrativista Quilombo do Frechal
2014;0,00;Parque Nacional da Serra do Pardo
2014;0,00;Parque Estadual Massairo Okamura
2014;0,00;Parque Nacional do Juruena
2014;0,00;Refúgio de Vida Silvestre Metrópole da Amazônia
2014;0,00;Reserva Extrativista  do Rio Cautário
2014;0,00;Reserva Extrativista Marinha Cuinarana
2014;0,00;APA do Itapiracó
2014;0,00;Estação Ecológica de Maracá Jipioca
2014;0,00;RPPN Fazenda Bosco
2014;0,00;Reserva Biológica Culuene
2014;0,00;APA Serra da Tabatinga
2014;0,00;APA Nascentes do Rio Paraguai
2014;0,00;Reserva Extrativista Marinha Mocapajuba
2014;0,00;Reserva de Desenvolvimento Sustentável Pucuruí - Ararão
2014;0,00;Reserva Extrativista Itapetininga
2014;0,00;Reserva Extrativista Mapuá
2014;0,00;Reserva Extrativista Marinha Tracuateua
2014;0,00;Parque Estadual Igarapés do Juruena
2014;0,00;Estação Ecológica Juami-Japurá
2014;0,00;Reserva Extrativista Lago do Cedro
2014;0,00;Refúgio de Vida Silvestre Lago Mole
2014;0,00;Floresta Estadual de Rendimento Sustentado Rio Vermelho (C)
2014;0,00;Parque Estadual Serra dos Reis
2014;0,00;Parque Estadual da Serra dos Martírios/Andorinhas
2014;0,00;Parque Estadual do Araguaiaa
2014;0,00;Monumento Natural das Árvores Fossilizadas do Estado do Tocantins
2014;0,00;Parque Estadual Zé Bolo Flô
2014;0,00;RPPN Aurora Natura
2014;0,00;Reserva de Desenvolvimento Sustentavel Puranga Conquista
2014;0,00;Parque Estadual Rio Negro Setor Sul
2014;0,00;Parque Natural Municipal Claudino Francio
2014;0,00;Floresta Nacional de Anauá
2014;0,00;Estação Ecológica do Rio Ronuro
2014;0,00;Estação Ecológica de Jutaí-Solimões
2014;0,00;Reserva Extrativista Roxinho
2014;0,00;Parque Estadual de Corumbiara
2014;0,00;Parque Nacional Viruá
2014;0,00;Parque Nacional Montanhas do Tumucumaque
2014;0,00;Reserva Extrativista Rio Cautário
2014;0,00;Área de Relevante Interesse Ecológica Projeto Dinâmica Biológica de Fragmentos Florestais
2014;0,00;Reserva Extrativista Freijó
2014;0,00;Floresta Nacional do Jamari
2014;0,00;Estação Ecológica de Taiamã
2014;0,00;RPPN Catedral do Jalapão
2014;0,00;RPPN Fazenda Loanda
2014;0,00;Area de Relevante Interesse Ecologico Parque Ambiental Antonio Danubio Lourenço da Silva
2014;0,00;Parque Nacional das Nascentes do Rio Parnaiba
2014;0,00;Reserva Extrativista Marinha de Gurupi-Piriá
2014;0,00;Floresta Estadual de Faro
2014;0,00;Parque Estadual do Matupiri
2014;0,00;RPPN Irmãos Satelis
2014;0,00;Reserva Extrativista Garrote
2014;0,00;Floresta Estadual de Rendimento Sustentado do Rio Machado
2014;0,00;Parque Estadual do Xingu
2014;0,00;Estação Ecológica Alto Maués
2014;0,00;Parque Natural Municipal Jardim Botânico
2014;0,00;Monumento Natural Morro Chico Mendes
2014;0,00;Reserva de Desenvolvimento Sustentável Aripuanã
2014;0,00;Parque Nacional dos Campos Amazônicos
2014;0,00;Parque Estadual Tucumã
2014;0,00;Parque Natural Municipal do Cancão
2014;0,00;Floresta Estadual Canutama
2014;0,00;Floresta Nacional de Macauã
2014;0,00;Area de Protecao Ambiental Xeriuini
2014;0,00;Reserva de Desenvolvimento Sustentável Rio Amapá
2014;0,00;Parque Nacional da Chapada das Mesas
2014;0,00;Floresta Nacional de Amapá
2014;0,00;Estação Ecológica Samuel
2014;0,00;RPPN Fazenda Calixto
2014;0,00;Reserva Extrativista do Itaúba
2014;0,00;Reserva Extrativista Curralinho
2014;0,00;Estação Ecológica Rio Flor do Prado
2014;0,00;Parque Estadual Cristalino
2014;0,00;Reserva Biológica Traçadal
2014;0,00;Reserva de Desenvolvimento Sustentável do Tupé
2014;0,00;Reserva Extrativista Maracatiara
2014;0,00;APA do Rio Curiaú
2014;0,00;Reserva de Desenvolvimento Sustentável Vitória de Souzel
2014;0,00;RPPN Cristalino Iii
2014;0,00;Reserva Biológica Rio Ouro Preto
2014;0,00;Parque Estadual Chandless
2014;0,00;Reserva Extrativista Jatobá
2014;0,00;Reserva Extrativista do Guariba
2014;0,00;Reserva Biológica do Jaru
2014;0,00;Parque Nacional de Anavilhanas
2014;0,00;Reserva Extrativista Ipê
2014;0,00;RPPN Sesc Tepequém
2014;0,00;Reserva Extrativista Baixo Rio Branco Jauaperi
2014;0,00;Reserva Biológica do Uatumã
2014;0,00;Reserva Extrativista Sucupira
2014;0,00;Parque Estadual do Sítio do Rangedor
2014;0,00;Estação Ecológica de Cuniã
2014;0,00;Reserva Extrativista Mogno
2014;0,00;Floresta Nacional de Jatuarana
2014;0,00;Parque Estadual de Monte Alegre
2014;0,00;RPPN Bico do Javaés
2014;0,00;APA Nhamundá
2014;0,00;Reserva Biológica de Maicuru
2014;0,00;Parque Nacional de Pacaás Novos
2014;0,00;Estacao Ecologica Serra Geral do Tocantins
2014;0,00;APA do Salto Magessi
2014;0,00;Estação Ecológica do Grão Pará
2014;0,00;Reserva de Desenvolvimento Sustentável Igapó-Açu
2014;0,00;Parque Municipal da Cacimba
2014;0,00;Reserva de Desenvolvimento Sustentável do Matupiri
2014;0,00;Parque Natural Municipal Parque Florestal de Sinop
2014;0,00;Reserva Extrativista Seringueira
2014;0,00;Refugio da Vida Silvestre de Colíder
2014;0,00;Parque Natural Municipal Colonizador Jose Bianchini
2014;0,00;Reserva Extrativista Rio Iriri
2014;0,00;Reserva Extrativista do Lago do Capanã Grande
2014;0,00;Parque Natural Municipal Vale do Esperança
2014;0,00;APA dos Campos de Manicoré
2014;0,00;Refúgio de Vida Silvestre Tabuleiro do Embaubal
2014;0,00;Estação Ecológica de Niquiá
2014;0,00;RPPN Gibeão
2014;0,00;Parque Nacional do Acari
2014;0,00;Reserva Biológica do Guaporé
2014;1,29;Estação Ecológica da Terra do Meio
2014;0,23;Reserva Extrativista do Rio Gregório
2014;0,09;Floresta Estadual de Rendimento Sustentado Gavião
2014;49,45;Floresta Nacional do Jamanxim
2014;0,07;Reserva Extrativista Gurupá-Melgaço
2014;0,07;Parque Nacional do Monte Roraima
2014;0,25;Reserva de Desenvolvimento Sustentavel do Rio Madeira
2014;0,25;Floresta Nacional de Caxiuanã
2014;0,11;Reserva de Desenvolvimento Sustentável Canumã
2014;0,30;"Floresta Estadual de Rendimento Sustentado do Rio Madeira ""B"""
2014;0,42;Reserva Extrativista Guariba-Roosevelt
2014;0,30;Parque Estadual Serra Ricardo Franco
2014;0,03;Reserva Extrativista de Cururupu
2014;0,34;Floresta Estadual de Iriri
2014;0,00;Reserva Extrativista Marinha de Soure
2014;0,63;Floresta Nacional de Purus
2014;0,00;Floresta Nacional de Mapiá-Inauiní
2014;0,06;APA - Baixo Rio Branco
2014;0,62;APA  Tapuruquara
2014;1,28;Floresta Nacional de Tapirapé-Aquiri
2014;0,43;Floresta Estadual Maúes
2014;0,26;Parque Nacional dos Campos Ferruginosos
2014;0,25;Floresta Estadual de Rendimento Sustentado Tucano
2014;0,19;Floresta Nacional do Aripuanã
2014;2,19;Reserva Extrativista Riozinho do Anfrísio
2014;7,02;APA do Lago de Tucurui
2014;0,47;Parque Nacional do Cabo Orange
2014;0,02;Reserva Extrativista Terra Grande Pracuuba
2014;0,01;Reserva Extrativista Massaranduba
2014;0,38;Reserva Extrativista Catuá-Ipixuna
2014;2,75;Reserva Extrativista Rio Cajari
2014;1,81;Reserva Extrativista Alto Tarauacá
2014;3,01;Parque Estadual de Guajará-Mirim
2014;5,83;APA de Upaon-Açu / Miritiba / Alto Preguiças
2014;1,27;Reserva Extrativista Renascer
2014;1,18;Parque Nacional do Araguaia
2014;1,34;Parque Nacional da Amazônia
2014;0,79;Parque Nacional do Rio Novo
2014;0,10;APA Lago do Amapá
2014;0,27;Parque Nacional do Jaú
2014;0,08;Reserva Extrativista Canutama
2014;28,48;APA do Tapajós
2014;4,61;Floresta Nacional de Urupadi
2014;0,35;Reserva Extrativista Arióca Pruanã
2014;0,81;Reserva Extrativista Baixo Juruá
2014;0,00;Reserva de Desenvolvimento Sustentável Alcobaça
2014;0,55;Reserva Extrativista Rio Preto-Jacundá
2014;0,07;Estação Ecológica do Rio Roosevelt
2014;0,07;Floresta Estadual do Trombetas
2014;0,01;APA Lago de Santa Isabel
2014;1,32;Parque Nacional da Serra do Divisor
2014;22,02;Reserva Extrativista Chico Mendes
2014;4,27;Reserva Biológica Nascentes Serra do Cachimbo
2014;0,19;Floresta Nacional do Amazonas
2014;2,80;Floresta Nacional de Itaituba Ii
2014;3,86;APA Margem Direita do Rio Negro- Setor Paduari-Solimões
2014;0,49;Floresta Nacional do Trairão
2014;0,46;APA das Cabeceiras do Rio Cuiabá
2014;66,66;Reserva Extrativista Jaci-Paraná
2014;0,18;Reserva de Desenvolvimento Sustentável Uacarí
2014;0,50;Reserva Biológica do Gurupi
2014;0,04;Reserva Extrativista Piquiá
2014;0,06;APA de Alter do Chão
2014;0,23;Floresta Estadual de Tapauá
2014;0,02;Reserva Extrativista Aquariquara
2014;0,18;APA de São Geraldo do Araguaia
2014;0,24;Reserva Extrativista Médio Juruá
2014;0,25;Reserva Extrativista do Rio Jutaí
2014;0,11;Reserva Extrativista Angelim
2014;0,60;Floresta Nacional de Santa Rosa do Purus
2014;0,07;Reserva Extrativista Rio Pacaás Novos
2014;0,06;Floresta Nacional de Jacundá
2014;7,49;Reserva Extrativista Verde Para Sempre
2014;0,07;Floresta Nacional de Pau-Rosa
2014;0,07;Parque Estadual do Bacanga
2014;5,46;APA da Baixada Maranhense
2014;0,37;APA Paytuna
2014;0,32;APA Margem Esquerda do Rio Negro-Setor Tarumã Açu-Tarumã Mirima
2014;0,50;APA da Região do Maracanã
2014;7,32;APA Ilha do Bananal/Cantão
2014;0,13;Reserva Extrativista Castanheira
2014;0,11;Area de Proteção Ambiental Taruma/Ponta Negra
2014;0,09;Floresta Nacional de Mulata
2014;0,02;Reserva Extrativista Rio Xingu
2014;0,14;Reserva Extrativista Ituxí
2014;1,93;Parque Nacional do Jamanxim
2014;0,14;Reserva Biológica do Abufari
2014;0,45;Parque Nacional Mapinguari
2014;2,09;Reserva de Desenvolvimento Sustentável Amanã
2014;0,32;Floresta Estadual de Rendimento Sustentado Araras
2014;120,84;APA Triunfo do Xingu
2014;0,07;Reserva Extrativista Municipal Beija Flor Brilho de Fogo
2014;0,47;APA Margem Esquerda do Rio Negro-Setor Aturiá-Apuauzinho
2014;2,48;Reserva Extrativista Rio Ouro Preto
2014;0,08;Reserva Extrativista Marinha Mestre Lucindo
2014;0,02;Reserva Extrativista da Baía do Tubarão
2014;1,32;Área de Relevante Interesse Ecológica Seringal Nova Esperança
2014;1,09;Floresta Nacional de Carajás
2014;0,21;APA Municipal do Aricá-Açu
2014;0,22;Reserva Extrativista do Ciriáco
2014;0,31;Reserva Extrativista Mata Grande
2014;3,45;APA das Reentrâncias Maranhenses
2014;6,25;Floresta Estadual do Paru
2014;3,03;Floresta Nacional do Amaná
2014;5,69;Floresta Nacional de Tefé
2014;0,40;Reserva Extrativista do Rio Unini
2014;1,76;Reserva Extrativista do Cazumbá-Iracema
2014;0,28;Reserva Extrativista do Médio Purús
2014;0,77;Reserva de Desenvolvimento Sustentável Piagaçu Purus
2014;0,25;Reserva de Desenvolvimento Sustentável do Juma
2014;5,85;Reserva Extrativista Alto Juruá
2014;0,81;Floresta Nacional de Balata-Tufari
2014;4,74;Floresta Nacional de Saracá-Taquera
2014;0,09;Reserva Extrativista Ipaú-Anilzinho
2014;0,38;Reserva Extrativista Riozinho da Liberdade
2014;0,33;Reserva Extrativista Arapixi
2014;0,00;Floresta Nacional de Itaituba I
2014;0,02;Reserva de Desenvolvimento Sustentável do Uatumã
2014;7,61;Floresta Estadual de Rendimento Sustentado Mutum
2014;0,91;Reserva de Desenvolvimento Sustentável do Rio Negro
2014;1,52;Floresta Nacional de Bom Futuro
2014;0,01;APA do Rio Madeira
2014;3,79;Reserva Extrativista Tapajós Arapiuns
2014;0,42;APA Igarapé São Francisco
2014;3,26;APA de Presidente Figueiredo - Caverna do Moroaga
2014;1,48;APA do Arquipélago do Marajó
2014;0,04;Parque Nacional do Pico da Neblina
2014;0,21;Floresta Nacional de Tapajós
2014;0,54;Floresta Nacional de Roraima
2014;0,06;Floresta Nacional de Itacaiunas
2014;0,09;Floresta Nacional do Iquiri
2014;3,46;Floresta Estadual do Amapá
2014;26,31;Floresta Nacional Altamira
2014;0,13;Floresta Nacional do Crepori
2013;0,00;Reserva Extrativista São João da Ponta
2013;0,00;Reserva Extrativista Marinha de Soure
2013;0,00;Parque Estadual de Águas Quentes
2013;0,00;Parque Natural Municipal Uirapuru
2013;0,00;APA da Ilha do Combu
2013;0,00;Parque Natural Municipal Lagoa das Garças
2013;0,00;APA Serra do Lajeado
2013;0,00;Parque Estadual das Nascentes do Rio Taquari
2013;0,00;Floresta Nacional de Santa Rosa do Purus
2013;0,00;Parque Estadual do Bacanga
2013;0,00;Reserva Biológica do Manicoré
2013;0,00;Parque Nacional do Monte Roraima
